FiscalYear,Superintendent_Name,field_support_center_name,location_name,principal_name,location_category_description,NthYearTeaching,experience_category,Tenure,upForTenure,flag_Extended,prior_HEDI_Rating,MOTPOptionID,observation_completion_pct,NmbrComponentRated,MOTP_Score,MOTP_Rating,growthRanking_current,MOTPComponent_2char,Component_Average,Component_Rating,PrincipalActiveYears,Fake_DBN,Fake_EmpID,Teacher_Name
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,4e,3,E,8.63,00B111,0674449,"LKB, CLT"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,16,10,Y,,,,A,0.5,7,3.1,Effective,597,3d,3,E,8.63,00B111,0674449,"LKB, CLT"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,4e,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3c,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2d,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3b,4,H,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,4e,,,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,3d,3,E,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,3c,4,H,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,2d,4,H,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,2a,4,H,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,1a,3,E,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,1e,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1a,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2a,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1e,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3d,4,H,4.48,00A681,5036493,"KGR, FQR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,19,10,Y,,,H,E,0.6666666667,7,3.77,Highly Effective,582,3b,4,H,4.48,00A681,5036493,"KGR, FQR"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,1e,2,D,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,1a,3,E,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,3d,3,E,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,2a,2,D,0.6,00B971,7875979,"DXL, UEM"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,,,,,,329,,,,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,4e,,,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,3c,2,D,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,2d,3,E,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,,B,0.1666666667,7,2.41,Developing,329,3b,2,D,0.6,00B971,7875979,"DXL, UEM"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,3c,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,2a,3,E,0.6,00B971,8319211,"HVU, PFE"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0,,,,329,,,,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,2d,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,1e,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,3b,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,3d,2,D,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,4e,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,2.83,Effective,329,1a,3,E,0.6,00B971,8319211,"HVU, PFE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,3d,2,D,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,4e,1.5,I,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,3c,1.67,I,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,1a,1.5,I,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,1e,1,I,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,3d,1,I,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,1e,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,2a,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,1a,3,E,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,3b,2,D,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,2a,3,E,0.6,00B971,1567878,"FBY, ENO"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.75,8,2.01,Developing,329,2d,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,2d,4,H,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,3b,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,3c,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,20,10,Y,,,E,A,0.25,8,3,Effective,329,4e,3,E,0.6,00B971,1567878,"FBY, ENO"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,3d,2,D,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,3b,3,E,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,4e,,,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,3d,2,D,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,3c,2,D,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,2d,3,E,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,1e,2.33,D,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,1a,1.67,I,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,2d,3,E,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,3b,2,D,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,4e,3,E,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,3c,3,E,0.6,00B971,9699970,"SZT, ADK"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,A,0.5,7,2.45,Developing,329,2a,2.5,D,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,2a,3,E,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,1e,3,E,0.6,00B971,9699970,"SZT, ADK"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.64,Effective,329,1a,2.5,D,0.6,00B971,9699970,"SZT, ADK"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,3b,2,D,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,3c,2,D,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,2a,3,E,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,1a,2,D,8.63,00B111,6644043,"LSC, XFW"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,,,,,,597,,,,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,3d,,,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,4e,,,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,1e,2,D,8.63,00B111,6644043,"LSC, XFW"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,N,,,,A,0.25,6,2.44,Developing,597,2d,3,E,8.63,00B111,6644043,"LSC, XFW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,4e,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,3c,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,3b,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,2d,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,2a,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,1e,3.5,E,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,1a,3.5,E,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,1a,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,0.6666666667,8,3.78,Highly Effective,582,3d,3,E,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,2d,4,H,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3c,3.5,E,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3d,4,H,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3b,3.67,H,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,2a,4,H,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,1e,3.5,E,4.48,00A681,5125038,"FCW, KCR"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,18,10,Y,,,H,E,1,8,3.83,Highly Effective,582,4e,4,H,4.48,00A681,5125038,"FCW, KCR"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,4e,2.5,D,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,3d,3,E,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,3c,3,E,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,2d,3,E,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,2a,3,E,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,1e,2,D,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,1a,2.67,E,0.6,00B971,4927022,"XCS, LWC"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,B,0.5,8,2.85,Effective,329,3b,2.67,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,1e,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,2a,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,2d,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,1a,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,3d,2,D,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,3b,2,D,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,4e,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,2.66,Effective,329,3c,3,E,0.6,00B971,4927022,"XCS, LWC"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,2a,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,4e,,,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,3d,2.5,D,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,2a,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,1e,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,1a,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,3d,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,4e,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,3b,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,3c,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,3c,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,3b,3,E,0.6,00B971,0932018,"OIA, GLN"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.5,7,2.91,Effective,329,2d,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,2d,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,1e,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,19,10,Y,,,E,C,0.25,8,3,Effective,329,1a,3,E,0.6,00B971,0932018,"OIA, GLN"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,3b,,,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,3d,2,D,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,2d,4,H,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,4e,4,H,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,3d,3,E,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,3c,3,E,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,3b,3,E,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,2d,4,H,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,2a,4,H,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,1e,3,E,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,2a,4,H,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,4e,3,E,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,3c,2.67,E,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,1e,2.67,E,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,7,3.12,Effective,582,1a,3,E,4.48,00A681,4458075,"TEQ, WYY"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,7,79,Y,,,E,A,0.75,8,3.39,Effective,582,1a,3,E,4.48,00A681,4458075,"TEQ, WYY"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,3d,3,E,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,3b,2,D,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,2a,3,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,1e,2,D,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,1a,2.5,D,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,4e,2.17,D,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,3d,1.33,I,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,1a,3,E,0.6,00B971,6600927,"AYW, RFT"
